order_id,order_date,region,state,category,sub_category,sales,profit,quantity,discount
19fee7fc-5049-43ce-8e08-64a36d08d07b,2023-12-08,North,New York,Sports & Fitness,Cricket Balls,1382.2,-57.17,4,0.23
7ff1931b-e7d5-4484-8242-4ffd0c1e511e,2023-04-01,North,New York,Health & Wellness,Glucometers,1765.29,602.54,3,0.16
52558cfd-40a1-426b-8f70-a9877622cef0,2023-12-24,South,Georgia,Jewelry & Accessories,Bracelets,2372.09,520.94,7,0.18
cbfda2e9-ff4c-4bb3-b398-f1231314b0ad,2023-07-27,North,Ohio,Home & Living,Home Fragrances,2068.28,-168.73,2,0.13
0bf5cf55-d64c-4dca-aadf-52a0229625aa,2023-11-03,West,Washington,Gaming,Gaming PCs,817.7,52.64,1,0.01
623cc7b8-2961-4108-811b-b13b9b704b3c,2023-10-06,West,Arizona,Groceries & Essentials,Household Cleaning,321.82,119.45,1,0.1
3a369ec7-9d13-4190-807e-33935e7b5d29,2023-10-10,East,New Jersey,Electronics,Action Cameras,6008.25,848.77,5,0.26
209272f2-6bf6-4171-a57b-6675e936b659,2023-11-25,North,Pennsylvania,Home & Living,Sofas,7898.94,2628.68,9,0.09
f7abe84b-46a4-4340-bfdd-ccb97bbab8f1,2023-10-11,North,Ohio,Jewelry & Accessories,Belts,6418.8,2019.35,8,0.16
d8bce509-7f64-4dc3-9636-5dd48630a0a2,2023-07-23,South,Florida,Health & Wellness,Orthopedic Supports,4984.74,1097.84,6,0.27
9c6c039c-a236-4389-97b6-87f04f636927,2023-11-10,South,Texas,Beauty & Personal Care,Deodorants,13153.7,-932.42,10,0.11
a04bf85b-d474-416e-b236-3e1d0c4e0419,2023-04-27,North,Illinois,Travel & Luggage,Travel Duffels,6860.4,130.19,5,0.1
bf2c87d8-8725-463c-965e-8c14408e3409,2023-11-09,North,Illinois,Books & Stationery,Children Books,1619.72,41.62,4,0.17
40173d48-70ed-4751-94e7-83e0be5ae7a5,2023-09-15,North,Illinois,Beauty & Personal Care,Makeup Kits,2000.22,176.2,2,0.26
7be088e1-00eb-4493-8864-ff7a4a7d0548,2023-02-17,North,Illinois,Beauty & Personal Care,Beard Trimmers,664.15,82.72,5,0.21
97a71401-1fef-4845-8944-286ed6158cd7,2023-06-26,South,Florida,Automotive,Riding Gloves,1778.8,193.94,8,0.22
c8ff9d89-743e-45ac-916e-5a6a4432cb5e,2023-03-25,East,Connecticut,Footwear,Boots,488.6,47.81,5,0.14
4bcc3380-296d-4afd-82da-e5788a2f837f,2023-02-27,West,Washington,Office & Industrial,Shredders,9023.3,2388.11,10,0.0
9256ff51-81e2-4046-a7ae-f0c141d15639,2023-10-27,East,Connecticut,Music & Instruments,Microphones,3477.74,501.38,7,0.11
06d8816c-1f87-4e7a-9def-1735048c9b0d,2023-04-10,South,Georgia,Footwear,Running Shoes,6412.08,959.52,8,0.09
00cbf524-694a-4cc4-b4a1-1d9b22eca49a,2023-09-08,East,New Jersey,Music & Instruments,Music Accessories,3148.8,834.85,5,0.2
ff0aef60-82b3-44dc-b7ad-994bc298ae45,2023-01-15,South,North Carolina,Office & Industrial,Scanners,5510.7,1558.34,10,0.28
b172fd0a-bab1-40c0-a381-3a1105ed6f2d,2023-02-03,West,California,Automotive,Tyre Inflators,3879.2,1309.8,4,0.15
737d11b0-6acb-4646-ad7b-16cfe6c2e91c,2023-12-29,North,Illinois,Footwear,Running Shoes,13392.63,4302.12,9,0.2
9063d9e6-de62-413f-a5b3-4d8fae20563b,2023-12-21,South,Florida,Books & Stationery,Children Books,8171.8,1962.6,7,0.05
472f976e-15ce-4ae0-a26c-08013b267754,2023-01-23,East,Maryland,Toys & Games,Board Games,6024.34,1814.15,7,0.07
13b5a4ca-5955-427a-8eda-20d885b08b07,2023-04-06,West,Washington,Health & Wellness,Health Drinks,1795.44,311.39,4,0.18
5c0d3704-182e-49d6-b25b-1e10e3548f3b,2023-07-31,West,Colorado,Clothing & Fashion,Jackets,48.34,14.44,1,0.3
ed483fd0-4372-4a7b-b0b9-47c65beb0c56,2023-10-03,South,Texas,Baby & Kids,Kids Clothing,14358.2,-1426.27,10,0.14
c7da5ee7-93d5-4b60-b924-a0f9c8d94ac4,2023-03-13,South,Texas,Health & Wellness,Knee Braces,590.46,153.73,2,0.05
0aa0b0fc-8f78-4016-bcca-1050efa0ce8e,2023-08-27,North,Ohio,Footwear,Sneakers,446.8,84.91,4,0.18
df31c60a-5ae0-488c-81a0-e2e4d1d8fb74,2023-03-27,North,Illinois,Health & Wellness,Ayurvedic Medicines,419.14,80.78,2,0.2
96ca3453-10ce-4133-91be-5123929e30a0,2023-12-19,South,North Carolina,Footwear,Slippers,6556.14,-193.29,9,0.23
7e66f3c7-5b89-4e46-b2ea-00adf52f05d1,2023-10-16,West,Colorado,Smart Home,Voice Assistants,9077.4,2146.14,9,0.14
0b6c542d-d610-4609-ad57-ab5b10e6ed17,2023-11-09,West,California,Health & Wellness,Pulse Oximeters,13915.3,4721.91,10,0.23
d2858872-c333-4200-bb9f-7d0534d0e789,2023-06-12,West,Arizona,Smart Home,Smart Switches,2023.64,444.72,2,0.24
c6895f02-136b-42ed-925c-69a44a132b02,2023-07-01,East,Maryland,Books & Stationery,Fiction,1604.64,550.08,4,0.18
3b9f329e-6922-4ec7-93c9-d87db4c1426b,2023-02-11,West,Washington,Pet Supplies,Pet Beds,3252.33,410.82,9,0.2
646ef3ce-05a8-48b6-9a9c-6e7bce4ccb2e,2023-10-17,North,New York,Baby & Kids,Strollers,2550.33,-190.18,9,0.07
b9764ea0-409d-4c8c-b6bb-f9d799d0a9b3,2023-07-28,West,California,Beauty & Personal Care,Men Grooming Kits,3053.67,-46.44,3,0.23
2c9f3714-3091-4bf8-b699-558fe5d352bc,2023-08-15,East,Maryland,Home & Living,Home Fragrances,5515.36,1483.43,8,0.02
d16bdb10-62d2-4da0-9454-2398b2b40f6c,2023-10-02,East,Massachusetts,Beauty & Personal Care,Body Care,1203.96,339.88,3,0.11
f71b39b4-6542-4c2f-98c6-30b21607e083,2023-03-17,East,Maryland,Groceries & Essentials,Cheese,1234.14,-30.9,1,0.13
ce7cdf53-4c7b-4dc4-b399-0deb11bfbf4f,2023-07-22,North,Illinois,Beauty & Personal Care,Face Wash,1034.1,-21.37,10,0.01
a1a664c7-47c4-408e-b412-881670d6edd9,2023-09-02,South,North Carolina,Beauty & Personal Care,Shampoo,1937.76,484.28,8,0.07
6d1891f7-cc98-4d18-97ed-a11e706b0906,2023-04-20,West,Arizona,Jewelry & Accessories,Earrings,1397.28,25.06,3,0.04
06c83835-cefe-4ba7-86c8-84d9364214d3,2023-02-25,North,New York,Sports & Fitness,Sports Bags,191.33,-14.51,1,0.12
e987cc25-3ee5-4c73-aeb7-9148578b075e,2023-04-03,South,Texas,Music & Instruments,Audio Interfaces,1899.76,116.46,2,0.21
ce5d4ae4-ee12-4d95-81ea-374d64c99643,2023-03-09,West,Washington,Jewelry & Accessories,Earrings,776.68,-56.12,1,0.25
42863f65-aab3-462d-8f44-37c87dbe8a3f,2023-09-14,South,Florida,Electronics,Modems,2134.6,738.51,4,0.23
6382f03b-b75c-4b07-b060-283d60f96268,2023-10-03,South,Texas,Electronics,Memory Cards,1032.8,57.51,4,0.23
f16c8f33-fd1a-4152-8fdb-a8a50334b8c5,2023-07-29,North,Ohio,Groceries & Essentials,Snacks,13772.6,-290.2,10,0.06
bd82f377-a695-47d3-8b52-b4a25bc4439b,2023-01-02,East,Massachusetts,Books & Stationery,Competitive Exam Prep,4469.72,240.47,4,0.05
80db481d-8327-4845-90ab-858cd9885641,2023-04-13,West,Colorado,Books & Stationery,Biographies,7572.39,2519.33,7,0.3
9b8d5d40-2309-4f82-a156-4cf272cab15f,2023-07-16,North,Ohio,Office & Industrial,Office Desks,458.85,-29.85,1,0.24
a6fd5d0b-5e91-4abb-aa43-f4284be70865,2023-07-23,South,North Carolina,Footwear,Sneakers,13191.03,3699.07,9,0.03
ac8eed41-a959-44e8-a263-5be92fc0ae11,2023-04-18,West,Colorado,Footwear,Sandals,5265.2,235.64,8,0.15
9085cccd-534d-4ba8-8fdf-e9e2b444a9c1,2023-10-05,West,Arizona,Smart Home,Smart Plugs,2944.1,384.4,5,0.26
ef5ddb50-ff2e-4dfa-8ced-01c6512168fc,2023-07-27,East,Massachusetts,Travel & Luggage,Neck Pillows,5474.58,1816.77,6,0.07
6534d47a-c5c5-4fb4-bc21-304718beb252,2023-01-06,North,Pennsylvania,Books & Stationery,Markers,5899.28,-466.59,4,0.25
468d098d-580c-41d2-8d46-435e0d458d85,2023-01-07,South,Georgia,Books & Stationery,Fiction,921.92,168.14,4,0.0
08050d02-c9f5-44a0-be04-a051779c7616,2023-09-05,South,Florida,Toys & Games,Stuffed Animals,160.65,-8.43,5,0.26
ff094823-12e2-4e9d-aeb8-4f098c46e618,2023-01-08,East,New Jersey,Health & Wellness,Sleep Aids,3842.34,-53.3,6,0.21
3cbb192e-b876-424d-83c3-f9b7336ca9d9,2023-01-06,North,Ohio,Sports & Fitness,Studs,2901.24,890.09,6,0.09
5ae9ec34-1ae6-4487-bf45-0462b904b8b9,2023-12-10,South,Georgia,Groceries & Essentials,Wheat,1153.62,-71.06,3,0.26
28eb7029-c684-4d27-bae2-3bbeb502efd6,2023-01-18,North,Pennsylvania,Footwear,Boots,4243.32,1486.38,6,0.18
6f9bf26d-7c58-482c-89d7-8d447c684f1a,2023-11-16,West,Washington,Home & Living,Beds,6122.75,-314.57,5,0.14
069a4b87-aaa6-452f-b1a7-9992ceddf66c,2023-09-28,North,Ohio,Clothing & Fashion,Lehengas,2898.16,1107.89,2,0.23
a7bc8c3c-5848-4aca-8a65-85d7e78a5b33,2023-07-20,East,Maryland,Toys & Games,STEM Toys,9711.8,3689.83,10,0.05
528ec1d7-ec23-4621-a37b-bb1098d84f8c,2023-05-10,North,Pennsylvania,Beauty & Personal Care,Women Grooming,197.0,60.49,1,0.07
312362c3-6226-4edc-8813-fd3d0ec42e44,2023-02-24,West,Washington,Baby & Kids,Infant Formula,665.66,123.18,1,0.07
091207c9-87fb-449d-8a62-974558cd7b1f,2023-03-16,North,Illinois,Toys & Games,Soft Toys,410.88,23.07,2,0.07
5583acb4-3966-4ede-a500-57acde8bda9e,2023-09-28,South,North Carolina,Groceries & Essentials,Household Cleaning,7612.36,-289.8,7,0.03
4cacf2fa-b32f-4637-8192-e0d0e2b3793d,2023-03-11,South,Texas,Footwear,Running Shoes,12962.1,-901.02,10,0.08
f59437ad-3e80-4f16-a6d6-2ae4e1e04966,2023-07-13,West,Washington,Office & Industrial,Ink Cartridges,6163.36,264.06,8,0.16
7caa942b-1083-43ca-9c1b-e0c2e88d58eb,2023-12-29,East,Connecticut,Travel & Luggage,Backpacks,2745.56,1096.29,4,0.14
092e2867-99be-4b7a-a1dc-2265687d4564,2023-12-22,North,Illinois,Beauty & Personal Care,Face Masks,155.85,60.67,5,0.26
4dd3083f-1013-4f5f-b5e9-a4052751c0ac,2023-06-20,North,Pennsylvania,Groceries & Essentials,Household Cleaning,1730.6,-109.54,5,0.1
b53ff012-ce58-43c2-bca6-516c0b643e4e,2023-08-29,South,Georgia,Baby & Kids,Cribs,1224.6,15.6,1,0.03
04056fb5-b832-4960-a295-18130f1e15ff,2023-09-29,West,California,Beauty & Personal Care,Face Masks,7864.32,1635.0,6,0.01
7a96e9b0-c4ed-4dbf-b0f9-5131296a338c,2023-10-13,North,Illinois,Smart Home,Smart Plugs,807.5,311.73,1,0.13
42932103-25e6-40b3-a1b7-a3c63be41f57,2023-11-03,East,Maryland,Automotive,Jump Starters,1231.0,422.18,5,0.21
1118f106-0547-40f8-9ebb-ae7d04d7b887,2023-10-26,East,New Jersey,Sports & Fitness,Cricket Balls,12646.89,2532.85,9,0.28
eb63985c-d692-4bfd-bb60-37c752b872e8,2023-10-10,North,Illinois,Jewelry & Accessories,Sunglasses,1288.0,-107.76,4,0.25
a05b9bcb-f5e3-46b8-9108-1040bbe87d4b,2023-10-23,West,Colorado,Baby & Kids,Baby Skincare,181.82,40.34,2,0.05
0e208651-5af7-4d88-a103-4aba8f9bf5c7,2023-05-21,East,Massachusetts,Office & Industrial,Shredders,278.03,110.14,1,0.18
0ad1d977-166f-48dd-ab4a-e7e79f5d390f,2023-10-06,North,Illinois,Gaming,Gaming Mouse,1064.59,153.84,1,0.16
aae9e236-81a6-40ac-b4b5-c874d48c9c7c,2023-03-25,West,Arizona,Office & Industrial,Industrial Storage,10812.64,-555.34,8,0.25
040c780a-5623-477c-b864-33c76205c005,2023-08-29,North,Illinois,Baby & Kids,Diapers,2282.94,606.98,6,0.12
54106baf-5c44-4c5f-b20c-c5992aa95c06,2023-07-09,South,North Carolina,Pet Supplies,Pet Toys,6466.8,2458.21,6,0.16
8266139f-067e-4439-85a2-237c3085971d,2023-06-17,West,Washington,Groceries & Essentials,Butter,926.52,86.56,3,0.0
8a66c788-9549-4824-8589-5eed7c192b2c,2023-02-18,West,Washington,Smart Home,Voice Assistants,7138.6,2587.43,7,0.04
186a328e-b26f-4821-b1a8-76cf6abf0afa,2023-05-09,South,North Carolina,Music & Instruments,Guitars,2037.91,673.75,7,0.06
bb46e5fe-0183-4d73-a5be-c73f1ffa7466,2023-08-12,South,Georgia,Sports & Fitness,Cricket Balls,3291.84,1011.31,3,0.25
d500336f-1cd8-4f39-9478-2e7d685eb793,2023-05-01,North,Illinois,Office & Industrial,Scanners,3775.68,887.49,8,0.03
80d53fe7-9d1e-4c9d-9019-f2d8310224bd,2023-10-23,North,Ohio,Toys & Games,Soft Toys,928.93,186.84,1,0.0
a22bc53c-6657-4a99-a120-6fb99cbb3686,2023-08-22,East,Connecticut,Travel & Luggage,Travel Accessories,7978.14,2253.36,9,0.02
8542b114-6452-459b-87f9-35a70b4f2787,2023-08-31,South,Texas,Toys & Games,Soft Toys,10198.72,810.71,7,0.13
3aac64c5-ac0d-4516-ba2e-392185f017f9,2023-09-23,South,Georgia,Kitchen & Dining,Dinner Sets,11085.6,1800.7,10,0.27
2264029d-e1bb-4b5f-ba86-7c9dbb31a6f2,2023-04-12,North,New York,Automotive,Safety Kits,7621.92,232.46,9,0.16
04916693-5855-492d-ab40-f4926e8c96ec,2023-12-25,East,New Jersey,Footwear,Boots,458.89,-44.22,1,0.1
8ed88097-ea8b-4ac7-81de-c701dc1c5546,2023-06-26,South,Florida,Office & Industrial,Ink Cartridges,11216.2,206.78,10,0.25
8372af1a-1f2e-48ed-a3b4-7ac2a5be8eb5,2023-09-26,West,California,Home & Living,Bookshelves,6712.8,851.45,6,0.19
90e8904e-6e6a-4e72-9a4a-601e2d97f963,2023-05-10,South,North Carolina,Sports & Fitness,Treadmills,1686.14,518.96,2,0.12
8f0a43f1-8f84-4207-85ef-a9bcc16e305f,2023-03-30,South,North Carolina,Books & Stationery,Self Help,1540.5,17.42,5,0.17
662cb2a5-9fc9-415c-9d31-c24b9bd0fbd5,2023-05-23,East,Connecticut,Travel & Luggage,Laptop Bags,1452.36,237.7,7,0.22
d46ed0c1-d5f5-43ce-be0d-5174e5dbdcf2,2023-11-01,East,Massachusetts,Home & Living,Lamps,4279.89,494.1,3,0.21
ed767c57-6434-4d8c-addf-cbfb4494a114,2023-12-01,North,New York,Clothing & Fashion,Hoodies,3831.57,484.81,9,0.24
7b512f1c-cd9c-4c10-b2c0-855b095f18a2,2023-05-21,South,North Carolina,Electronics,WiFi Extenders,4937.0,1502.1,5,0.23
70c1f902-bb41-4cd2-930c-10f037dc0102,2023-03-01,South,Florida,Travel & Luggage,Passport Holders,11160.56,1786.56,8,0.28
1d45391c-81a2-4b31-8146-a08786ba9a16,2023-10-14,East,Maryland,Toys & Games,Board Games,1462.5,544.67,5,0.02
25c4e32e-bf37-4f84-abff-59bacf37787f,2023-07-02,West,Arizona,Home & Living,Lamps,8274.49,1869.28,7,0.11
e19698d1-4d2f-48ee-87ae-ca252aaeb6c5,2023-01-03,East,Connecticut,Jewelry & Accessories,Gold Jewelry,10746.45,4261.55,9,0.14
3e23cd1b-0597-4c1b-81e4-831201722a9d,2023-07-08,West,Colorado,Health & Wellness,Protein Supplements,998.49,380.26,3,0.21
a8ef055d-545f-4211-a32d-0bafe369282b,2023-04-05,West,Colorado,Groceries & Essentials,Rice,2545.68,768.38,6,0.27
1aea1990-84b0-48f6-9952-ea7654b43dbe,2023-06-28,North,New York,Beauty & Personal Care,Perfumes,4147.2,145.09,4,0.29
1de5dcec-c400-453a-b51a-d5a94fcf4cea,2023-04-04,South,Texas,Groceries & Essentials,Household Cleaning,2263.38,255.29,6,0.06
0a3fc539-86ea-4c8f-a915-4f733b22d572,2023-03-17,North,Pennsylvania,Health & Wellness,Sleep Aids,1163.2,432.75,8,0.22
0a8e442c-851d-4c62-9cdb-a68d25be5590,2023-05-26,South,Georgia,Gaming,Gaming Mouse,1029.18,194.68,1,0.3
bc426fce-fb9c-4f52-b381-9e4b36680a7e,2023-10-14,East,Connecticut,Beauty & Personal Care,Ayurvedic Beauty,5549.52,1943.66,6,0.08
c1261ae0-9309-43a2-a805-a7e35b83021a,2023-01-21,East,New Jersey,Gaming,Game CDs,3823.08,-158.19,6,0.16
d45d462a-002d-4431-89fe-1c1e331e5156,2023-01-20,North,New York,Beauty & Personal Care,Beard Trimmers,677.1,-12.86,6,0.21
d93a0ae2-a7fa-4261-8738-ce509b5093a0,2023-01-17,East,Massachusetts,Health & Wellness,Thermometers,5624.48,1568.27,4,0.21
09d1bc5e-2679-4c48-8c57-35d3f3a71d49,2023-02-03,South,Texas,Smart Home,Smart Switches,1826.7,633.6,10,0.04
aeb19a8b-6398-41fc-a083-a583ea0f62ff,2023-08-08,North,Pennsylvania,Music & Instruments,Keyboards,1511.58,449.58,7,0.02
faeeebdc-343d-4fc6-9b0c-4371c0025891,2023-01-09,North,Pennsylvania,Travel & Luggage,Suitcases,3683.33,1429.11,7,0.15
6eb362dd-d7ec-4053-864e-0fcb1fdfdfce,2023-09-30,East,Maryland,Clothing & Fashion,Casual T-Shirts,288.42,20.24,2,0.27
f18d89d4-8ee6-4f03-85cc-44a010a94db1,2023-05-31,South,North Carolina,Books & Stationery,Art Supplies,6915.2,538.51,5,0.06
2cb1dfcf-7958-4cd7-ab94-46f4b0312280,2023-07-12,South,Georgia,Music & Instruments,Violins,4228.88,95.24,4,0.24
6f457eae-df51-431a-a643-60e03cfddcde,2023-10-29,West,California,Health & Wellness,Back Supports,4050.0,333.21,5,0.11
f7b47ea9-a279-4a31-89eb-2a006c6b3be8,2023-05-31,West,Washington,Books & Stationery,Biographies,3549.28,110.29,4,0.05
602d66d3-ae8c-4ddd-ac26-e836b3e6c890,2023-08-05,South,North Carolina,Toys & Games,STEM Toys,2214.99,657.37,9,0.02
18744f95-a6e3-48f5-a1dd-e73c016960dd,2023-03-24,East,New Jersey,Electronics,Bluetooth Speakers,762.78,234.45,6,0.18
790664b0-3a39-468f-b242-897079212d34,2023-05-15,East,Massachusetts,Health & Wellness,First Aid Kits,2520.55,503.81,5,0.07
dda9e8a5-215b-4f31-815f-d98c090a98db,2023-04-17,South,Florida,Electronics,Modems,5558.88,1223.84,6,0.2
d125b2bb-1d3f-40f8-92ca-921c020104f2,2023-10-12,West,Colorado,Baby & Kids,Baby Skincare,12055.9,3147.32,10,0.16
bd57f447-83ed-4eaa-b846-a99d68b0668f,2023-02-21,South,Georgia,Automotive,Car Chargers,202.07,74.36,1,0.26
30c5bf0b-b882-454b-975e-7d84bb13b08a,2023-03-02,East,Connecticut,Groceries & Essentials,Beverages,3047.68,-6.81,8,0.19
8c71359a-5900-465e-ab76-a407a51d705c,2023-01-10,West,Colorado,Sports & Fitness,Yoga Mats,299.32,-19.61,2,0.24
ff63b352-140a-4a0e-9599-a82529de034c,2023-03-15,South,Florida,Office & Industrial,Projectors,4432.72,513.96,4,0.06
